Text_Display,Cleansed_Text,Case_Folding,Tokenized_Text,Stopwords,Hasil_Kalimat
Opini cewek itu rumit.<br><br>&quot;Tidak ada yang merendahkan wanita kecuali dirinya sendiri&quot;,Opini cewek itu rumitbrbrquotTidak ada yang merendahkan wanita kecuali dirinya sendiriquot,opini cewek itu rumitbrbrquottidak ada yang merendahkan wanita kecuali dirinya sendiriquot,"['opini', 'cewek', 'itu', 'rumitbrbrquottidak', 'ada', 'yang', 'merendahkan', 'wanita', 'kecuali', 'dirinya', 'sendiriquot']","['opini', 'cewek', 'rumitbrbrquottidak', 'merendahkan', 'wanita', 'kecuali', 'sendiriquot']",opini cewek rumitbrbrquottidak merendahkan wanita kecuali sendiriquot
"Saya ngumpet aja, jangan ada yg kasih tahu yaa (Peace)",Saya ngumpet aja jangan ada yg kasih tahu yaa Peace,saya ngumpet aja jangan ada yg kasih tahu yaa peace,"['saya', 'ngumpet', 'aja', 'jangan', 'ada', 'yg', 'kasih', 'tahu', 'yaa', 'peace']","['ngumpet', 'aja', 'yg', 'kasih', 'yaa', 'peace']",ngumpet aja yg kasih yaa peace
Hebat koe ded. Ilmu yg koe pake mau ogut tiru....,Hebat koe ded Ilmu yg koe pake mau ogut tiru,hebat koe ded ilmu yg koe pake mau ogut tiru,"['hebat', 'koe', 'ded', 'ilmu', 'yg', 'koe', 'pake', 'mau', 'ogut', 'tiru']","['hebat', 'koe', 'ded', 'ilmu', 'yg', 'koe', 'pake', 'ogut', 'tiru']",hebat koe ded ilmu yg koe pake ogut tiru
Elia Myron itu orang 👎👎 .... 😀😀😀,Elia Myron itu orang   ,elia myron itu orang   ,"['elia', 'myron', 'itu', 'orang']","['elia', 'myron', 'orang']",elia myron orang
Dua orang ini sama² setan,Dua orang ini sama setan,dua orang ini sama setan,"['dua', 'orang', 'ini', 'sama', 'setan']","['orang', 'setan']",orang setan
"Sama juga Dedy Corbuzier kamu bikin vidio gini juga efek nya memecah anak bangsa,, kamu pun tidak tau sejarah tentang Israel dan Palestina,,<br>Sekalian saja Bung Dedi Corbuzier kamu pergi bantu Palestina 👍",Sama juga Dedy Corbuzier kamu bikin vidio gini juga efek nya memecah anak bangsa kamu pun tidak tau sejarah tentang Israel dan PalestinabrSekalian saja Bung Dedi Corbuzier kamu pergi bantu Palestina ,sama juga dedy corbuzier kamu bikin vidio gini juga efek nya memecah anak bangsa kamu pun tidak tau sejarah tentang israel dan palestinabrsekalian saja bung dedi corbuzier kamu pergi bantu palestina ,"['sama', 'juga', 'dedy', 'corbuzier', 'kamu', 'bikin', 'vidio', 'gini', 'juga', 'efek', 'nya', 'memecah', 'anak', 'bangsa', 'kamu', 'pun', 'tidak', 'tau', 'sejarah', 'tentang', 'israel', 'dan', 'palestinabrsekalian', 'saja', 'bung', 'dedi', 'corbuzier', 'kamu', 'pergi', 'bantu', 'palestina']","['dedy', 'corbuzier', 'bikin', 'vidio', 'gini', 'efek', 'nya', 'memecah', 'anak', 'bangsa', 'tau', 'sejarah', 'israel', 'palestinabrsekalian', 'dedi', 'corbuzier', 'pergi', 'bantu', 'palestina']",dedy corbuzier bikin vidio gini efek nya memecah anak bangsa tau sejarah israel palestinabrsekalian dedi corbuzier pergi bantu palestina
Israel gak kenal lu bro....,Israel gak kenal lu bro,israel gak kenal lu bro,"['israel', 'gak', 'kenal', 'lu', 'bro']","['israel', 'gak', 'kenal', 'lu', 'bro']",israel gak kenal lu bro
Mantap... Bang Dedy...penjelasannya........Mdahan yg tidak paham menjadi paham.... Amiin,Mantap Bang DedypenjelasannyaMdahan yg tidak paham menjadi paham Amiin,mantap bang dedypenjelasannyamdahan yg tidak paham menjadi paham amiin,"['mantap', 'bang', 'dedypenjelasannyamdahan', 'yg', 'tidak', 'paham', 'menjadi', 'paham', 'amiin']","['mantap', 'bang', 'dedypenjelasannyamdahan', 'yg', 'paham', 'paham', 'amiin']",mantap bang dedypenjelasannyamdahan yg paham paham amiin
mantap om ded😊,mantap om ded,mantap om ded,"['mantap', 'om', 'ded']","['mantap', 'om', 'ded']",mantap om ded
"Elya meron ini gak jelas laki tw perempuan alias gender ganda..penipu klw di lihat 100% Wanita, laahh di tax?? 100% Laki2..tapi gak jelas udah di SUNAT gak??..bisa di prcaya si Myron ini bcrax sbgai Betina tangguh? Tw pejantan tangguh??...",Elya meron ini gak jelas laki tw perempuan alias gender gandapenipu klw di lihat  Wanita laahh di tax  Lakitapi gak jelas udah di SUNAT gakbisa di prcaya si Myron ini bcrax sbgai Betina tangguh Tw pejantan tangguh,elya meron ini gak jelas laki tw perempuan alias gender gandapenipu klw di lihat  wanita laahh di tax  lakitapi gak jelas udah di sunat gakbisa di prcaya si myron ini bcrax sbgai betina tangguh tw pejantan tangguh,"['elya', 'meron', 'ini', 'gak', 'jelas', 'laki', 'tw', 'perempuan', 'alias', 'gender', 'gandapenipu', 'klw', 'di', 'lihat', 'wanita', 'laahh', 'di', 'tax', 'lakitapi', 'gak', 'jelas', 'udah', 'di', 'sunat', 'gakbisa', 'di', 'prcaya', 'si', 'myron', 'ini', 'bcrax', 'sbgai', 'betina', 'tangguh', 'tw', 'pejantan', 'tangguh']","['elya', 'meron', 'gak', 'laki', 'tw', 'perempuan', 'alias', 'gender', 'gandapenipu', 'klw', 'lihat', 'wanita', 'laahh', 'tax', 'lakitapi', 'gak', 'udah', 'sunat', 'gakbisa', 'prcaya', 'si', 'myron', 'bcrax', 'sbgai', 'betina', 'tangguh', 'tw', 'pejantan', 'tangguh']",elya meron gak laki tw perempuan alias gender gandapenipu klw lihat wanita laahh tax lakitapi gak udah sunat gakbisa prcaya si myron bcrax sbgai betina tangguh tw pejantan tangguh
"Tanah palestina sudah ada sebelum datang nabi ibrahim, apalagi nabi musa datang  setelahnya turunan babi musa ada disana, kaum. zionis israil itu datang sebagai imigran  setelah dibunuh oleh Nazi dan  Hitler dan diusir Bangsa eropah....sekarang dikadi gati malah menjajah bahkan mau menghabisi bangsa palestina,  yg hidup damai 3 agama disana yaitu Islam,  nasrani,  yudaesme,  itulah biadabnya orang zionis israel..... Indonesia punya  hubungan baik dng palestina karena negara pertama yg mengakui kemerdekaan indonesia  dan soekarno punya pidato mebgecam PBB krn mengakui israel jd negara,  yg ke-2 UUD 45, menghapus penjajahan dimuka bumi dan menjaga perdamaian itu perintah konstitusi kita,  nakanya elia dan indah kalo bidoh banyak belajar.... 😊",Tanah palestina sudah ada sebelum datang nabi ibrahim apalagi nabi musa datang  setelahnya turunan babi musa ada disana kaum zionis israil itu datang sebagai imigran  setelah dibunuh oleh Nazi dan  Hitler dan diusir Bangsa eropahsekarang dikadi gati malah menjajah bahkan mau menghabisi bangsa palestina  yg hidup damai  agama disana yaitu Islam  nasrani  yudaesme  itulah biadabnya orang zionis israel Indonesia punya  hubungan baik dng palestina karena negara pertama yg mengakui kemerdekaan indonesia  dan soekarno punya pidato mebgecam PBB krn mengakui israel jd negara  yg ke UUD  menghapus penjajahan dimuka bumi dan menjaga perdamaian itu perintah konstitusi kita  nakanya elia dan indah kalo bidoh banyak belajar ,tanah palestina sudah ada sebelum datang nabi ibrahim apalagi nabi musa datang  setelahnya turunan babi musa ada disana kaum zionis israil itu datang sebagai imigran  setelah dibunuh oleh nazi dan  hitler dan diusir bangsa eropahsekarang dikadi gati malah menjajah bahkan mau menghabisi bangsa palestina  yg hidup damai  agama disana yaitu islam  nasrani  yudaesme  itulah biadabnya orang zionis israel indonesia punya  hubungan baik dng palestina karena negara pertama yg mengakui kemerdekaan indonesia  dan soekarno punya pidato mebgecam pbb krn mengakui israel jd negara  yg ke uud  menghapus penjajahan dimuka bumi dan menjaga perdamaian itu perintah konstitusi kita  nakanya elia dan indah kalo bidoh banyak belajar ,"['tanah', 'palestina', 'sudah', 'ada', 'sebelum', 'datang', 'nabi', 'ibrahim', 'apalagi', 'nabi', 'musa', 'datang', 'setelahnya', 'turunan', 'babi', 'musa', 'ada', 'disana', 'kaum', 'zionis', 'israil', 'itu', 'datang', 'sebagai', 'imigran', 'setelah', 'dibunuh', 'oleh', 'nazi', 'dan', 'hitler', 'dan', 'diusir', 'bangsa', 'eropahsekarang', 'dikadi', 'gati', 'malah', 'menjajah', 'bahkan', 'mau', 'menghabisi', 'bangsa', 'palestina', 'yg', 'hidup', 'damai', 'agama', 'disana', 'yaitu', 'islam', 'nasrani', 'yudaesme', 'itulah', 'biadabnya', 'orang', 'zionis', 'israel', 'indonesia', 'punya', 'hubungan', 'baik', 'dng', 'palestina', 'karena', 'negara', 'pertama', 'yg', 'mengakui', 'kemerdekaan', 'indonesia', 'dan', 'soekarno', 'punya', 'pidato', 'mebgecam', 'pbb', 'krn', 'mengakui', 'israel', 'jd', 'negara', 'yg', 'ke', 'uud', 'menghapus', 'penjajahan', 'dimuka', 'bumi', 'dan', 'menjaga', 'perdamaian', 'itu', 'perintah', 'konstitusi', 'kita', 'nakanya', 'elia', 'dan', 'indah', 'kalo', 'bidoh', 'banyak', 'belajar']","['tanah', 'palestina', 'nabi', 'ibrahim', 'nabi', 'musa', 'setelahnya', 'turunan', 'babi', 'musa', 'disana', 'kaum', 'zionis', 'israil', 'imigran', 'dibunuh', 'nazi', 'hitler', 'diusir', 'bangsa', 'eropahsekarang', 'dikadi', 'gati', 'menjajah', 'menghabisi', 'bangsa', 'palestina', 'yg', 'hidup', 'damai', 'agama', 'disana', 'islam', 'nasrani', 'yudaesme', 'biadabnya', 'orang', 'zionis', 'israel', 'indonesia', 'hubungan', 'dng', 'palestina', 'negara', 'yg', 'mengakui', 'kemerdekaan', 'indonesia', 'soekarno', 'pidato', 'mebgecam', 'pbb', 'krn', 'mengakui', 'israel', 'jd', 'negara', 'yg', 'uud', 'menghapus', 'penjajahan', 'dimuka', 'bumi', 'menjaga', 'perdamaian', 'perintah', 'konstitusi', 'nakanya', 'elia', 'indah', 'kalo', 'bidoh', 'belajar']",tanah palestina nabi ibrahim nabi musa setelahnya turunan babi musa disana kaum zionis israil imigran dibunuh nazi hitler diusir bangsa eropahsekarang dikadi gati menjajah menghabisi bangsa palestina yg hidup damai agama disana islam nasrani yudaesme biadabnya orang zionis israel indonesia hubungan dng palestina negara yg mengakui kemerdekaan indonesia soekarno pidato mebgecam pbb krn mengakui israel jd negara yg uud menghapus penjajahan dimuka bumi menjaga perdamaian perintah konstitusi nakanya elia indah kalo bidoh belajar
&quot; HUMANITY IS NUMBER 1 &quot;<br>Uuunch om ded co cweet setuju bangeet muah muahhh ❤❤❤,quot HUMANITY IS NUMBER  quotbrUuunch om ded co cweet setuju bangeet muah muahhh ,quot humanity is number  quotbruuunch om ded co cweet setuju bangeet muah muahhh ,"['quot', 'humanity', 'is', 'number', 'quotbruuunch', 'om', 'ded', 'co', 'cweet', 'setuju', 'bangeet', 'muah', 'muahhh']","['quot', 'humanity', 'is', 'number', 'quotbruuunch', 'om', 'ded', 'co', 'cweet', 'setuju', 'bangeet', 'muah', 'muahhh']",quot humanity is number quotbruuunch om ded co cweet setuju bangeet muah muahhh
Bukannya banyak sekarang yg jadi ahli kitab dgn suka banding²kan isi kitab agama yg lama dgn isi  dari kitab agamanya yg baru. Tuh banyak tu.,Bukannya banyak sekarang yg jadi ahli kitab dgn suka bandingkan isi kitab agama yg lama dgn isi  dari kitab agamanya yg baru Tuh banyak tu,bukannya banyak sekarang yg jadi ahli kitab dgn suka bandingkan isi kitab agama yg lama dgn isi  dari kitab agamanya yg baru tuh banyak tu,"['bukannya', 'banyak', 'sekarang', 'yg', 'jadi', 'ahli', 'kitab', 'dgn', 'suka', 'bandingkan', 'isi', 'kitab', 'agama', 'yg', 'lama', 'dgn', 'isi', 'dari', 'kitab', 'agamanya', 'yg', 'baru', 'tuh', 'banyak', 'tu']","['yg', 'ahli', 'kitab', 'dgn', 'suka', 'bandingkan', 'isi', 'kitab', 'agama', 'yg', 'dgn', 'isi', 'kitab', 'agamanya', 'yg', 'tuh', 'tu']",yg ahli kitab dgn suka bandingkan isi kitab agama yg dgn isi kitab agamanya yg tuh tu
Monyet juga bisa koar.koar..kata om ded. Betoool.itu,Monyet juga bisa koarkoarkata om ded Betooolitu,monyet juga bisa koarkoarkata om ded betooolitu,"['monyet', 'juga', 'bisa', 'koarkoarkata', 'om', 'ded', 'betooolitu']","['monyet', 'koarkoarkata', 'om', 'ded', 'betooolitu']",monyet koarkoarkata om ded betooolitu
"Bung Dedy corbuzier ini orangnya sangat berpandangan luas ,pengetahuan luas, dan perikemanusiaan yg tinggi, semoga dipanjangkan Umur dan diberi kesehatan orang2 seperti ini oleh Tuhan yg Maha Kuasa Aamiin ya Allah  ya Rabl Alamin...",Bung Dedy corbuzier ini orangnya sangat berpandangan luas pengetahuan luas dan perikemanusiaan yg tinggi semoga dipanjangkan Umur dan diberi kesehatan orang seperti ini oleh Tuhan yg Maha Kuasa Aamiin ya Allah  ya Rabl Alamin,bung dedy corbuzier ini orangnya sangat berpandangan luas pengetahuan luas dan perikemanusiaan yg tinggi semoga dipanjangkan umur dan diberi kesehatan orang seperti ini oleh tuhan yg maha kuasa aamiin ya allah  ya rabl alamin,"['bung', 'dedy', 'corbuzier', 'ini', 'orangnya', 'sangat', 'berpandangan', 'luas', 'pengetahuan', 'luas', 'dan', 'perikemanusiaan', 'yg', 'tinggi', 'semoga', 'dipanjangkan', 'umur', 'dan', 'diberi', 'kesehatan', 'orang', 'seperti', 'ini', 'oleh', 'tuhan', 'yg', 'maha', 'kuasa', 'aamiin', 'ya', 'allah', 'ya', 'rabl', 'alamin']","['dedy', 'corbuzier', 'orangnya', 'berpandangan', 'luas', 'pengetahuan', 'luas', 'perikemanusiaan', 'yg', 'semoga', 'dipanjangkan', 'umur', 'kesehatan', 'orang', 'tuhan', 'yg', 'maha', 'kuasa', 'aamiin', 'ya', 'allah', 'ya', 'rabl', 'alamin']",dedy corbuzier orangnya berpandangan luas pengetahuan luas perikemanusiaan yg semoga dipanjangkan umur kesehatan orang tuhan yg maha kuasa aamiin ya allah ya rabl alamin
"intinya kristen sudah nggak nyaman sekalipun diluar penjara maunya didalam neraka, berhalanya bermasalah kitabnya bermasalah pendetanya bermasalah, maka sekarang ini didalam putus asanya yang dikehendaki kristen adalah memicu keributan dengan MUSLIM itu intinya, bahkan berharap akan ada perang dunia 3 atau perang agama, maunya sama2 hancur ini sangat berbahaya.",intinya kristen sudah nggak nyaman sekalipun diluar penjara maunya didalam neraka berhalanya bermasalah kitabnya bermasalah pendetanya bermasalah maka sekarang ini didalam putus asanya yang dikehendaki kristen adalah memicu keributan dengan MUSLIM itu intinya bahkan berharap akan ada perang dunia  atau perang agama maunya sama hancur ini sangat berbahaya,intinya kristen sudah nggak nyaman sekalipun diluar penjara maunya didalam neraka berhalanya bermasalah kitabnya bermasalah pendetanya bermasalah maka sekarang ini didalam putus asanya yang dikehendaki kristen adalah memicu keributan dengan muslim itu intinya bahkan berharap akan ada perang dunia  atau perang agama maunya sama hancur ini sangat berbahaya,"['intinya', 'kristen', 'sudah', 'nggak', 'nyaman', 'sekalipun', 'diluar', 'penjara', 'maunya', 'didalam', 'neraka', 'berhalanya', 'bermasalah', 'kitabnya', 'bermasalah', 'pendetanya', 'bermasalah', 'maka', 'sekarang', 'ini', 'didalam', 'putus', 'asanya', 'yang', 'dikehendaki', 'kristen', 'adalah', 'memicu', 'keributan', 'dengan', 'muslim', 'itu', 'intinya', 'bahkan', 'berharap', 'akan', 'ada', 'perang', 'dunia', 'atau', 'perang', 'agama', 'maunya', 'sama', 'hancur', 'ini', 'sangat', 'berbahaya']","['intinya', 'kristen', 'nggak', 'nyaman', 'diluar', 'penjara', 'maunya', 'didalam', 'neraka', 'berhalanya', 'bermasalah', 'kitabnya', 'bermasalah', 'pendetanya', 'bermasalah', 'didalam', 'putus', 'asanya', 'dikehendaki', 'kristen', 'memicu', 'keributan', 'muslim', 'intinya', 'berharap', 'perang', 'dunia', 'perang', 'agama', 'maunya', 'hancur', 'berbahaya']",intinya kristen nggak nyaman diluar penjara maunya didalam neraka berhalanya bermasalah kitabnya bermasalah pendetanya bermasalah didalam putus asanya dikehendaki kristen memicu keributan muslim intinya berharap perang dunia perang agama maunya hancur berbahaya
Masya&#39;Allah.....jawaban yg keren mas Dedi salut 👍👍👍☝️☝️☝️,MasyaAllahjawaban yg keren mas Dedi salut ,masyaallahjawaban yg keren mas dedi salut ,"['masyaallahjawaban', 'yg', 'keren', 'mas', 'dedi', 'salut']","['masyaallahjawaban', 'yg', 'keren', 'mas', 'dedi', 'salut']",masyaallahjawaban yg keren mas dedi salut
"Masya allah...om dedy yg cerdas dan sangat baik hati, semoga om dedy allah beri kemudahan dlm segala urusan nya,  allah beri kesehatan dan selalu dalam lindungan allah subhanshu wata&#39;ala aamiin...",Masya allahom dedy yg cerdas dan sangat baik hati semoga om dedy allah beri kemudahan dlm segala urusan nya  allah beri kesehatan dan selalu dalam lindungan allah subhanshu wataala aamiin,masya allahom dedy yg cerdas dan sangat baik hati semoga om dedy allah beri kemudahan dlm segala urusan nya  allah beri kesehatan dan selalu dalam lindungan allah subhanshu wataala aamiin,"['masya', 'allahom', 'dedy', 'yg', 'cerdas', 'dan', 'sangat', 'baik', 'hati', 'semoga', 'om', 'dedy', 'allah', 'beri', 'kemudahan', 'dlm', 'segala', 'urusan', 'nya', 'allah', 'beri', 'kesehatan', 'dan', 'selalu', 'dalam', 'lindungan', 'allah', 'subhanshu', 'wataala', 'aamiin']","['masya', 'allahom', 'dedy', 'yg', 'cerdas', 'hati', 'semoga', 'om', 'dedy', 'allah', 'kemudahan', 'dlm', 'urusan', 'nya', 'allah', 'kesehatan', 'lindungan', 'allah', 'subhanshu', 'wataala', 'aamiin']",masya allahom dedy yg cerdas hati semoga om dedy allah kemudahan dlm urusan nya allah kesehatan lindungan allah subhanshu wataala aamiin
"Loe pikir diri loe itu sehat atau gila?<br>Bantah Elia,ajak debat,bawa sekalian guru loe sekalian ya!!!! DASAR BOTOL",Loe pikir diri loe itu sehat atau gilabrBantah Eliaajak debatbawa sekalian guru loe sekalian ya DASAR BOTOL,loe pikir diri loe itu sehat atau gilabrbantah eliaajak debatbawa sekalian guru loe sekalian ya dasar botol,"['loe', 'pikir', 'diri', 'loe', 'itu', 'sehat', 'atau', 'gilabrbantah', 'eliaajak', 'debatbawa', 'sekalian', 'guru', 'loe', 'sekalian', 'ya', 'dasar', 'botol']","['loe', 'pikir', 'loe', 'sehat', 'gilabrbantah', 'eliaajak', 'debatbawa', 'guru', 'loe', 'ya', 'dasar', 'botol']",loe pikir loe sehat gilabrbantah eliaajak debatbawa guru loe ya dasar botol
Krisetan ajaran setan,Krisetan ajaran setan,krisetan ajaran setan,"['krisetan', 'ajaran', 'setan']","['krisetan', 'ajaran', 'setan']",krisetan ajaran setan
Krisetan ajaran setan,Krisetan ajaran setan,krisetan ajaran setan,"['krisetan', 'ajaran', 'setan']","['krisetan', 'ajaran', 'setan']",krisetan ajaran setan
"kerreeenn mas Dedy...biar mereka melek ya mas,ga asal melontarkan kata2 kotor dan kebencian...agama2 manapun mengajarkan ttg kebaikan..",kerreeenn mas Dedybiar mereka melek ya masga asal melontarkan kata kotor dan kebencianagama manapun mengajarkan ttg kebaikan,kerreeenn mas dedybiar mereka melek ya masga asal melontarkan kata kotor dan kebencianagama manapun mengajarkan ttg kebaikan,"['kerreeenn', 'mas', 'dedybiar', 'mereka', 'melek', 'ya', 'masga', 'asal', 'melontarkan', 'kata', 'kotor', 'dan', 'kebencianagama', 'manapun', 'mengajarkan', 'ttg', 'kebaikan']","['kerreeenn', 'mas', 'dedybiar', 'melek', 'ya', 'masga', 'melontarkan', 'kotor', 'kebencianagama', 'manapun', 'mengajarkan', 'ttg', 'kebaikan']",kerreeenn mas dedybiar melek ya masga melontarkan kotor kebencianagama manapun mengajarkan ttg kebaikan
"Saya heran, di indonesia masih ada saja orang dewasa yg logika berfikirnya seperti orang ini😂🤣<br> Mending perhatikan rumah sendiri dulu, jangan sok jadi pahlawan.<br> NKRI masih belum merdeka selagi tikus² &amp; kadrun² masih berkeliaran.<br> NKRI bukan milik agama² tertentu. Anak² NKRI itu seperti pelangi, barbagai warna.<br> Agama, suku, maupun ras, semuanya jadi satu tubuh namun jika dengan sudut pandang seperti orang ini, main senggol tapi di senggol balik ngamok, nah ini repot.<br> Kelihatan sekali umur &amp; tampang doang, logika berpikirnya tidak sepadan dengan umur.",Saya heran di indonesia masih ada saja orang dewasa yg logika berfikirnya seperti orang inibr Mending perhatikan rumah sendiri dulu jangan sok jadi pahlawanbr NKRI masih belum merdeka selagi tikus amp kadrun masih berkeliaranbr NKRI bukan milik agama tertentu Anak NKRI itu seperti pelangi barbagai warnabr Agama suku maupun ras semuanya jadi satu tubuh namun jika dengan sudut pandang seperti orang ini main senggol tapi di senggol balik ngamok nah ini repotbr Kelihatan sekali umur amp tampang doang logika berpikirnya tidak sepadan dengan umur,saya heran di indonesia masih ada saja orang dewasa yg logika berfikirnya seperti orang inibr mending perhatikan rumah sendiri dulu jangan sok jadi pahlawanbr nkri masih belum merdeka selagi tikus amp kadrun masih berkeliaranbr nkri bukan milik agama tertentu anak nkri itu seperti pelangi barbagai warnabr agama suku maupun ras semuanya jadi satu tubuh namun jika dengan sudut pandang seperti orang ini main senggol tapi di senggol balik ngamok nah ini repotbr kelihatan sekali umur amp tampang doang logika berpikirnya tidak sepadan dengan umur,"['saya', 'heran', 'di', 'indonesia', 'masih', 'ada', 'saja', 'orang', 'dewasa', 'yg', 'logika', 'berfikirnya', 'seperti', 'orang', 'inibr', 'mending', 'perhatikan', 'rumah', 'sendiri', 'dulu', 'jangan', 'sok', 'jadi', 'pahlawanbr', 'nkri', 'masih', 'belum', 'merdeka', 'selagi', 'tikus', 'amp', 'kadrun', 'masih', 'berkeliaranbr', 'nkri', 'bukan', 'milik', 'agama', 'tertentu', 'anak', 'nkri', 'itu', 'seperti', 'pelangi', 'barbagai', 'warnabr', 'agama', 'suku', 'maupun', 'ras', 'semuanya', 'jadi', 'satu', 'tubuh', 'namun', 'jika', 'dengan', 'sudut', 'pandang', 'seperti', 'orang', 'ini', 'main', 'senggol', 'tapi', 'di', 'senggol', 'balik', 'ngamok', 'nah', 'ini', 'repotbr', 'kelihatan', 'sekali', 'umur', 'amp', 'tampang', 'doang', 'logika', 'berpikirnya', 'tidak', 'sepadan', 'dengan', 'umur']","['heran', 'indonesia', 'orang', 'dewasa', 'yg', 'logika', 'berfikirnya', 'orang', 'inibr', 'mending', 'perhatikan', 'rumah', 'sok', 'pahlawanbr', 'nkri', 'merdeka', 'selagi', 'tikus', 'amp', 'kadrun', 'berkeliaranbr', 'nkri', 'milik', 'agama', 'anak', 'nkri', 'pelangi', 'barbagai', 'warnabr', 'agama', 'suku', 'ras', 'tubuh', 'sudut', 'pandang', 'orang', 'main', 'senggol', 'senggol', 'ngamok', 'repotbr', 'umur', 'amp', 'tampang', 'doang', 'logika', 'berpikirnya', 'sepadan', 'umur']",heran indonesia orang dewasa yg logika berfikirnya orang inibr mending perhatikan rumah sok pahlawanbr nkri merdeka selagi tikus amp kadrun berkeliaranbr nkri milik agama anak nkri pelangi barbagai warnabr agama suku ras tubuh sudut pandang orang main senggol senggol ngamok repotbr umur amp tampang doang logika berpikirnya sepadan umur
"Elia si misionaris, halal darah nya loh, bodoh baca kitab punya dia sendiri pun loh",Elia si misionaris halal darah nya loh bodoh baca kitab punya dia sendiri pun loh,elia si misionaris halal darah nya loh bodoh baca kitab punya dia sendiri pun loh,"['elia', 'si', 'misionaris', 'halal', 'darah', 'nya', 'loh', 'bodoh', 'baca', 'kitab', 'punya', 'dia', 'sendiri', 'pun', 'loh']","['elia', 'si', 'misionaris', 'halal', 'darah', 'nya', 'loh', 'bodoh', 'baca', 'kitab', 'loh']",elia si misionaris halal darah nya loh bodoh baca kitab loh
Semoga palestina bebas dari penjajah israel.<br>Semoga Indonesia bebas dari penjajah kristen antek2 belanda.<br>Aamiiin...,Semoga palestina bebas dari penjajah israelbrSemoga Indonesia bebas dari penjajah kristen antek belandabrAamiiin,semoga palestina bebas dari penjajah israelbrsemoga indonesia bebas dari penjajah kristen antek belandabraamiiin,"['semoga', 'palestina', 'bebas', 'dari', 'penjajah', 'israelbrsemoga', 'indonesia', 'bebas', 'dari', 'penjajah', 'kristen', 'antek', 'belandabraamiiin']","['semoga', 'palestina', 'bebas', 'penjajah', 'israelbrsemoga', 'indonesia', 'bebas', 'penjajah', 'kristen', 'antek', 'belandabraamiiin']",semoga palestina bebas penjajah israelbrsemoga indonesia bebas penjajah kristen antek belandabraamiiin
Itu cwe mulutnya kyk knalpot bocor,Itu cwe mulutnya kyk knalpot bocor,itu cwe mulutnya kyk knalpot bocor,"['itu', 'cwe', 'mulutnya', 'kyk', 'knalpot', 'bocor']","['cwe', 'mulutnya', 'kyk', 'knalpot', 'bocor']",cwe mulutnya kyk knalpot bocor
Seharus undang Ahok buat berbicara,Seharus undang Ahok buat berbicara,seharus undang ahok buat berbicara,"['seharus', 'undang', 'ahok', 'buat', 'berbicara']","['seharus', 'undang', 'ahok', 'berbicara']",seharus undang ahok berbicara
Napi ngapain diundang,Napi ngapain diundang,napi ngapain diundang,"['napi', 'ngapain', 'diundang']","['napi', 'ngapain', 'diundang']",napi ngapain diundang
"Sayangnya, misonaris kristen dan katolik di Indonesia banyak yang hanyut dan tertipu dengan narasi yang disusupkan ke dalam ajaran agama dan mempolitisasi agama oleh &quot;bangsa-bangsa barat yang bermental penjajah&quot;.<br><br>Mereka sama saja setali tiga uanh dengan golongan kelompok KADRUN radikal.",Sayangnya misonaris kristen dan katolik di Indonesia banyak yang hanyut dan tertipu dengan narasi yang disusupkan ke dalam ajaran agama dan mempolitisasi agama oleh quotbangsabangsa barat yang bermental penjajahquotbrbrMereka sama saja setali tiga uanh dengan golongan kelompok KADRUN radikal,sayangnya misonaris kristen dan katolik di indonesia banyak yang hanyut dan tertipu dengan narasi yang disusupkan ke dalam ajaran agama dan mempolitisasi agama oleh quotbangsabangsa barat yang bermental penjajahquotbrbrmereka sama saja setali tiga uanh dengan golongan kelompok kadrun radikal,"['sayangnya', 'misonaris', 'kristen', 'dan', 'katolik', 'di', 'indonesia', 'banyak', 'yang', 'hanyut', 'dan', 'tertipu', 'dengan', 'narasi', 'yang', 'disusupkan', 'ke', 'dalam', 'ajaran', 'agama', 'dan', 'mempolitisasi', 'agama', 'oleh', 'quotbangsabangsa', 'barat', 'yang', 'bermental', 'penjajahquotbrbrmereka', 'sama', 'saja', 'setali', 'tiga', 'uanh', 'dengan', 'golongan', 'kelompok', 'kadrun', 'radikal']","['sayangnya', 'misonaris', 'kristen', 'katolik', 'indonesia', 'hanyut', 'tertipu', 'narasi', 'disusupkan', 'ajaran', 'agama', 'mempolitisasi', 'agama', 'quotbangsabangsa', 'barat', 'bermental', 'penjajahquotbrbrmereka', 'setali', 'uanh', 'golongan', 'kelompok', 'kadrun', 'radikal']",sayangnya misonaris kristen katolik indonesia hanyut tertipu narasi disusupkan ajaran agama mempolitisasi agama quotbangsabangsa barat bermental penjajahquotbrbrmereka setali uanh golongan kelompok kadrun radikal
